Link To Article,Image,Title,Description,Author,Publish Date,Full Article
https://farmnewsnow.com/2023/02/17/agriculture-roundup-for-friday-february-17-2023/,https://s3.amazonaws.com/socast-superdesk/media/2023021714028/481d7db3-5874-4091-8475-cce23c9f7f4e.jpg,"Agriculture Roundup for Friday February 17, 2023","MELFORT, Sask. - The Western Grains Research Foundation has created a series of twelve regional factsheets that show the benefits of diversifying crop rotations.The Resilient Rotations project is part of the Integrated Crop Agronomy Cluster (ICAC) that is evaluating various crop rotations to help create more productive...",,"Feb 17, 2023","MELFORT, Sask. – The Western Grains Research Foundation has created a series of twelve regional factsheets that show the benefits of diversifying crop rotations.
The Resilient Rotations project is part of the Integrated Crop Agronomy Cluster (ICAC) that is evaluating various crop rotations to help create more productive, sustainable, and resilient cropping systems on the prairies. 
The project is led by Dr. Kui Liu, a research scientist with Agriculture and Agri-Food Canada (AAFC). 
“We are approaching crop rotation by looking at a systems approach – all the elements that impact crop rotation from soil health, economics and yield to local growing conditions,” Liu said. “It’s a more holistic way to look at crop rotation and one we hope will provide new insights and options for farmers in Western Canada in a more customized, prescriptive type of approach.”
The team is evaluating six different crop rotations at seven field sites across the prairies. There are three sites in Alberta, three in Saskatchewan, and one in Manitoba. Data from the four-year rotations have been evaluated by region based on yield, economics, and efficient use of both precipitation and nutrients.
WGRF Executive Director Wayne Thompson said agronomists, weed scientists, pathologists, economists, and soil health experts are involved in the project.
“It’s a testament to the diversity of factors that impact an effective, sustainable, and productive approach to crop rotation. WGRF invests in research like the Resilient Rotations project with the goal to help farmers make decisions that are the best fit for their operation,” Thompson said.
The survey can be accessed here while the factsheets can be found on the WGRF website.
The Resilient Rotations project is supported by funding from WGRF, Alberta Wheat, Sask Wheat, Alberta Pulse Growers, SaskCanola, Manitoba Crop Alliance, and Agriculture and Agri-Food Canada through the Canadian Agricultural Partnership— a provincial-federal-territorial initiative. 
–
The Canadian Agricultural Human Resources Council (CAHRC) is developing a program that helps key sectors of the economy implement solutions to address their current and emerging workforce needs.
Labour continues to be the most serious issue facing Canada’s agriculture and agri-food industry. Like other sectors, agriculture and agri-food are struggling to attract workers from a limited and shrinking labour pool. 
Roughly 40 per cent of employers surveyed in primary agriculture reported not being able to fill vacancies and the industry suffered earning losses of $2.9 billion in total sales due to unfilled vacancies tied to the pandemic. 
–
Shell and S&W Seed Company based in Colorado will work together to develop and produce sustainable biofuel feedstocks.
The joint venture called Vision Bioenergy Oilseeds LLC will develop Camelina while the oil and meal will be extracted for future processing into animal feed, biofuels, and other bioproducts. 
S&W Seed Company CEO Mark Wong said Camelina is recognized as a low greenhouse gas cover crop and is a commercially viable oilseed with the potential to be a sustainable feedstock source for the energy transition. 
“We are pleased to be entering this joint venture with Shell, which leverages our seed and technology capabilities with Camelina and demonstrates how agriculture and energy can work together to lower carbon emissions by producing domestically sourced sustainable biofuel feedstocks,” Wong said.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/16/farm-and-food-care-presents-its-2022-champion-award/,https://s3.amazonaws.com/socast-superdesk/media/20230216180220/ec0154b2-80dc-4db4-b6c2-62848187f7db.png,Farm and Food Care presents its 2022 Champion Award,"MELFORT, Sask. - Alanna Koch has been named the Farm & Food Care Champion for 2022 The announcement was made at the Ag Awareness Summit in Saskatoon, Sask.Each year, the Farm & Food Care Saskatchewan Champion Award recognizes a person who has engaged consumers about agriculture and worked to build public trust ...",,"Feb 16, 2023","MELFORT, Sask. – Alanna Koch has been named the Farm & Food Care Champion for 2022 
The announcement was made at the Ag Awareness Summit in Saskatoon, Sask.
Each year, the Farm & Food Care Saskatchewan Champion Award recognizes a person who has engaged consumers about agriculture and worked to build public trust in farming and food in our province and beyond. 
Koch has been involved in the agriculture industry, both professionally and personally, for most of her life. She and her husband, Gerry Hertz, farm at Edenwold, Sask. 
Koch is the chair of the Global Institute for Food Security. She previously served as Deputy Minister to the Premier and Cabinet Secretary for the Saskatchewan government. Prior to that, she was Saskatchewan’s Deputy Minister of Agriculture for nine years, one of the longest-serving Agriculture Deputy Ministers in Saskatchewan and Canadian history. 
Koch’s priority in government was to build and maintain public trust in agriculture by focusing on science-based decision-making and communicating the benefits of modern tools and technology. 
Before joining government, Koch served as President of the Canadian Agri-Food Trade Alliance, a director with Agricore United and Executive Director of the Western Canadian Wheat Growers Association. 
She has been recognized with multiple other honours, including a Women of Distinction Award for excellence in Leadership and Management from Regina YWCA, the Queen Elizabeth II Platinum Jubilee Medal,  Saskatchewan Centennial Medal, and the Saskatchewan Agricultural Hall of Fame. 
Koch said in her acceptance speech that there are many people who do so much and she was honoured to be recognized.
“What better way to make a difference in the world than to champion the best people and the best industry? To be able to share our story of how we farm and why we need innovation and access to all the tools and technology to sustainably feed the world is where so much of our focus has been the last 10 years, since the very first Ag Awareness Summit,” Koch said. “We have come so far and made huge progress on getting our message out and we have so much more to do.” 
“Farm & Food Care Executive Director Clinton Monchuk said the organization was pleased to recognize Koch.
“She is well-known within Saskatchewan and around the world as a tireless advocate for agriculture in our province. We’re so proud of the amazing people this award recognizes,” Monchuk said.
Less than three per cent of Canadians have a direct connection to the farm, which is one reason why so many have questions about how their food is produced. 
Farm & Food Care works to address consumer questions and inspire more confidence in farmers and in Saskatchewan-grown foods. 
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/16/agriculture-roundup-for-thursday-february-16-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230216160240/6baa83fe-0e94-4de7-9254-b8f0ab56e18b.jpg,"Agriculture Roundup for Thursday February 16, 2023","MELFORT, Sask. - The University of Saskatchewan (USask) has been awarded $1.4 million to develop land-based training workshops for First Nations communities, land managers, and producers who farm First Nations lands.The $10 million Weston Family Soil Health Initiative hopes to expand the adoption of ecologically based ...",,"Feb 16, 2023","MELFORT, Sask. – The University of Saskatchewan (USask) has been awarded $1.4 million to develop land-based training workshops for First Nations communities, land managers, and producers who farm First Nations lands.
The $10 million Weston Family Soil Health Initiative hopes to expand the adoption of ecologically based beneficial management practices (BMPs) including cover cropping, nutrient management (4R principles) and crop diversification/rotation that increase soil organic matter to improve biodiversity and resiliency on agricultural lands across Canada.
The project, Indigenous Soil Health Learning Circles for Resilient Prairie Agroecosystems, will establish a network to share evidence-based, culturally significant outreach and education to improve prairie soil health, biodiversity, and soil organic matter for First Nations agroecosystems.
USask soil scientist Dr. Melissa Arcand will be working in partnership with Mistawasis Nêhiyawak, Saskatchewan Aboriginal Lands Technicians, and the International Buffalo Relations Institute. 
“Our project will expand soil science training beyond the walls of the university-alongside teachings of Indigenous ecological knowledge-onto lands that are of significance to the First Nations we are in partnership with,” said Arcand said. 
The Soil Health Learning Circles will share soil health knowledge from both an Indigenous and Western science-based perspective with First Nations and farmers who farm First Nations lands in Saskatchewan, Alberta, and Manitoba. 
–
Canada’s agriculture and food industry had another successful Drive Away Hunger campaign, with more than 40 million meals provided to food banks and feeding programs across the country.
Founded by Farm Credit Canada (FCC), the industry-wide initiative has been collecting food and cash for nutritious meals for the past 19 years. 
FCC executive vice-president and chief marketing officer Todd Klink said the initiative provides a way for the agriculture and food industry to positively impact food security in Canada.
“Local food banks play an important role in communities across Canada as they support the ongoing need to provide nutritious food for families,” Klink said.
Since 2004, the agriculture and food community has come together to raise 141 million meals through food and cash donations for those facing food insecurity in Canada.
–
A new national program for the Canadian food and beverage manufacturing industry is promising a skilled workforce and improved employer recruiting and retention strategies.
Food Processing Skills Canada created Achieving Our Workforce Destination: Qualified People, Successful Careers & Competitive Business. 
The program has been designed to elevate the Canadian food and beverage manufacturing industry’s workforce development expectations and ambitions with real, practical activities and resources.
Food Processing Skills Canada Executive Director Jennefer Griffith said the food and beverage manufacturing industry demands skilled individuals and exceptional workplaces.
A new national panel representative of the food and beverage processing industry will collect real-time data on the areas of recruitment and retention, supply chains, and rising costs. Micro-credential training will be made available for supervisors to attract the next generation of talent. 
The federal government is contributing $7.7 million to this project.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/15/agriculture-roundup-for-wednesday-february-15-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230215220212/b9caac9c-8911-4b4a-914e-ffa2ce04d4f5.jpg,"Agriculture Roundup for Wednesday February 15, 2023","MELFORT, Sask. - The president of fertilizer giant Nutrien said the Russian invasion of Ukraine has put the spotlight on Saskatchewan and its resources.The ongoing war has caused disruptions in the agriculture and fertilizer sectors.Ukraine is a leader in wheat and oilseed exports and Russia is a major exporter of fert...",,"Feb 15, 2023","MELFORT, Sask. – The president of fertilizer giant Nutrien said the Russian invasion of Ukraine has put the spotlight on Saskatchewan and its resources.
The ongoing war has caused disruptions in the agriculture and fertilizer sectors.
Ukraine is a leader in wheat and oilseed exports and Russia is a major exporter of fertilizer.
Ken Seitz said the Saskatoon-based company is working to help fill the gap.
–
The National Farmers Union is travelling across the country to film 40 sustainable farms.
The NFU is teaming up with documentary filmmakers Tamer Soliman and Sarah Douglas of March Forth Creative Inc. to produce and present Depth of Field: Films About Farming – short documentaries highlighting farm stories from across Canada. 
In spring 2023, the filmmakers will begin traveling and filming on location, completing the films by 2024. Canadians will learn about agriculture in Canada from the farmers, farm workers, producers, and land stewards themselves. 
Agriculture and Agri-Food Canada (AAFC) is providing the NFU with up to $253,726 in funding for this project through the AgriCommunication Program. 
Agriculture Minister Marie-Claude Bibeau said farmers are taking action to ensure their production processes are increasingly more sustainable. 
“Organizations like NFU that showcase the sector’s leadership in sustainability are helping to build public trust in Canada’s food system,” Bibeau said.
The NFU will share the films online and at local screenings in collaboration with other farmer organizations during the fall and winter of 2023-24. 
–
The McKenzie brothers have returned in a campaign to stop the increasing tax on beer.
Bob and Doug are rallying Canadians to oppose Ottawa’s plan to increase the federal tax on beer by 6.3 per cent on Apr. 1, the biggest increase in 40 years. 
A series of commercials call on the federal government to “take off the beer tax increase, eh!” 
Beer Canada President CJ Hélie said Bob & Doug have joined the HereForBeer community to help keep beer affordable for Canadians.
“Actually, they have been Here for Beer for more than 40 years,” Hélie said. “Beer helps bring neighbours, friends, coworkers, and communities together and governments should not push it out of reach of hardworking Canadians.” 
Government tax already makes up almost half of the cost of beer in Canada.
Beer lovers can go to HereForBeer.ca and use the site’s tools to send a message to their Member of Parliament.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/15/canadas-ag-day-celebrates-farmers-and-food/,https://s3.amazonaws.com/socast-superdesk/media/20230214220228/75522c75-254e-4aaa-ab35-0b8081e9075f.jpg,Canada's Ag Day celebrates farmers and food,"MELFORT, Sask. - Canada's Ag Day is being celebrated today, a national event designed to help people learn where their food comes from.Building public trust is a major component of the 2023 Agriculture Awareness Summit in Saskatoon, Sask. today. The inaugural summit was held in 2013.Farm and Food Care Saskatchewan spon...",,"Feb 15, 2023","MELFORT, Sask. – Canada’s Ag Day is being celebrated today, a national event designed to help people learn where their food comes from.
Building public trust is a major component of the 2023 Agriculture Awareness Summit in Saskatoon, Sask. today. The inaugural summit was held in 2013.
Farm and Food Care Saskatchewan sponsors the event along with the Saskatchewan Ministry of Agriculture, with funding from the Canadian Agricultural Partnership (CAP).
Farm and Food Care Executive Director and local farmer Clinton Monchuk said Canadians are becoming more removed from primary agriculture. Communicators and leaders attend the summit to explore how the industry is adapting to changes in public perception and connecting with consumers.
“These past 10 years have shown that consumers want to engage with farmers and ranchers about how food is grown. We are continuing to create those opportunities,” Monchuk said.
The event brings industry together so efforts related to public trust and connecting with consumers can be more focused and unified. The summit features speakers from a variety of backgrounds to discuss topics such as communications, consumer trends, dealing with unexpected change and how to use social media effectively.
Canadians from coast to coast are invited to participate in Canada’s Agriculture Day celebrations, a day that highlights the food we love and the people who produce it.
The day also recognizes the efforts and accomplishments of farmers and agri-food industry and is an opportunity to express gratitude to farmers for their hard work, regardless of weather conditions and challenges.
Agriculture and Agri-Food Minister Marie-Claude Bibeau said as more people seek to better understand where their food comes from, the summit will help producers connect with consumers and showcase the agriculture industry.
Bibeau said it is a good time to ‘raise our forks’ to farmers.
“Their passion, tenacity, adaptability and commitment to the protection of the environment and animal welfare allow us to continue being a global leader in sustainable agriculture,” Bibeau said.
Canadians are invited to share their love for food today by using the official hashtag #CdnAgDay on social media. 
Some creative ways to join the online celebrations include preparing a meal made from Canadian ingredients, sharing photos and videos of Canadian agriculture and local food, and thanking farmers for their hard work and nutritious food they provide to Canadians and people around the world. 
—
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/14/listen-the-goals-of-grazing-management-should-improve-pasture-and-benefit-livestock/,https://s3.amazonaws.com/socast-superdesk/media/2023021422028/045ff623-f7fc-4091-8b10-79fd7630282a.jpg,Listen: The goals of grazing management should improve pasture and benefit livestock,"MELFORT, Sask. - A grazing system is a planned schedule of pasture use and defines when and where livestock will graze during the season to accomplish a producer's goals.Range management extension specialist for the Saskatchewan Ministry of Agriculture Trevor Lennox says the system you use can have a significant impact...",,"Feb 14, 2023","MELFORT, Sask. – A grazing system is a planned schedule of pasture use and defines when and where livestock will graze during the season to accomplish a producer’s goals.
Range management extension specialist for the Saskatchewan Ministry of Agriculture Trevor Lennox says the system you use can have a significant impact on pasture health and productivity.
Alice McFarlane is the Agriculture Information Director for Pattison Media in Saskatchewan.
Tune in to Ag Access weekdays during the noon hour on 105 CJVR.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/14/agriculture-roundup-for-tuesday-february-14-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230214170252/d8dfd24e-8f10-43da-98b9-1d8b2750b909.jpg,"Agriculture Roundup for Tuesday February 14, 2023","MELFORT, Sask. - The Canada Brand is getting a refresh.The program was launched in 2006 by Agriculture and Agri-Food Canada (AAFC) to help agri-food businesses and associations promote their products on a global scale.AAFC minister Marie-Claude Bibeau said Canadian food products enjoy an excellent reputation internatio...",,"Feb 14, 2023","MELFORT, Sask. – The Canada Brand is getting a refresh.
The program was launched in 2006 by Agriculture and Agri-Food Canada (AAFC) to help agri-food businesses and associations promote their products on a global scale.
AAFC minister Marie-Claude Bibeau said Canadian food products enjoy an excellent reputation internationally.
“This updated brand will be a powerful tool for our Canadian agriculture and agri-food exporters in highly competitive markets,” Bibeau said. “They are a powerful driver of our economy, and we will continue to help them unlock new markets and opportunities.”
The Canada Brand program offers members a new logo, modernized graphics and branded taglines. There is a revamped marketing toolbox with video content, animated graphics, GIFs and digital stickers.
The program also has a refreshed marketing messaging, revitalized photo library, and a revamped portal for member registration and access to brand assets.
Export-ready companies can sign up for free for the Canada Brand program.
–
The Canadian Roundtable for Sustainable Beef (CRSB) has partnered with Cargill to launch the Certification Recognition Credit.
Up to $400 will be provided for operations maintaining their CRSB Certification. 
The pilot of this Cargill-funded credit will fill the gap for Canadian producers who have made the upfront investment of becoming CRSB Certified but did not receive at least $400 in financial return for qualifying cattle processed in 2022.
Cargill Sustainability Program Lead Jeffrey Fitzpatrick said they wanted to recognize the commitment of Canadian producers.
“Only in supporting programs like the CRSB Certified Sustainable Beef Framework will we be able to more accurately create and sustain the highest standard of sustainability practices across the Canadian beef supply chain,” Fitzpatrick said.
Ryan Beierbach is a beef producer from Whitewood, Sask. and the chair of the Canadian Roundtable for Sustainable Beef. He said it’s good the supply chain recognizes the ongoing efforts of producers. 
“Realizing this credit is a pilot, the CRSB is working with Cargill and other industry supply chain partners and stakeholders to identify long-term resolutions to ensure qualification provides financial value and enduring benefit to producer participation,” Beierbach said.
Additional information on the new Certification Recognition Credit, as well as the existing Qualifying Cattle Credits, can be found on the Cargill website. 
–
Vancouver-based Ritchie Brothers Auctioneers wants to grow even larger but shareholders will have the final say on those plans.
Ritchie Brothers offered to buy automotive salvage firm I-A-A and shareholders of both companies vote on the proposal on March 14.
Ritchie Brothers, which keeps its books in US funds, has released preliminary results for its fourth quarter, which ended in December.
The tally shows a profit of between $42 and $45 million on expected total revenue of roughly $444 million while total revenue for all of 2022 is estimated at about $1.7 billion.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/13/agriculture-roundup-for-monday-february-13-2023/,https://s3.amazonaws.com/socast-superdesk/media/20230213200224/b12d87b8-117e-4021-be1b-1fcc69e4f45a.jpg,"Agriculture Roundup for Monday, February 13, 2023","MELFORT, Sask. - Protein Industries Canada will receive $150 million from the federal government to further develop the plant-based food, feed and ingredient sector.Protein Industries Canada CEO Bill Greuel said the money will be used to support innovation, scale-up of companies and the commercialization of new product...",,"Feb 13, 2023","MELFORT, Sask. – Protein Industries Canada will receive $150 million from the federal government to further develop the plant-based food, feed and ingredient sector.
Protein Industries Canada CEO Bill Greuel said the money will be used to support innovation, scale-up of companies and the commercialization of new products.
“As a global agricultural powerhouse, Canada has the means, resources, and skill to turn crops into food – and transform the way the world eats, while also bringing solutions to some of the world’s most pressing challenges, including global food security, the environment and human health,” Greuel said. 
The renewed investment brings the total funding to Protein Industries Canada to $353 million from 2018 through to 2028, including $30 million through the Pan Canadian Artificial Intelligence Strategy.
Protein Industries Canada has co-invested $173 million into 55 projects. The initial investment leveraged $304 million in private investment, created 303 IP assets, helped companies leverage a further $234 million in follow-on investment, and is expected to contribute $15 billion in GDP and create 10,800 direct and indirect jobs by 2031.
The funding is part of the $750 million investment into the Global Innovation Cluster program announced as part of the 2022 budget. 
–
The Flax Council of Canada is trying to determine what method the European Food Safety Authority is using to test for hydrocyanic acid.
The EU has established new maximum levels of hydrocyanic acid in flax that went into effect Jan. 1. The acid is a health concern because it is converted to cyanide in the intestinal tract of humans.
The council is working with the Canadian government to determine what testing method is used and to answer any questions the regulator has about Canada’s flax.
The flax industry has had a troubled past with EU restrictions, highlighted by the Triffid incident, and regulations regarding cadmium in flax. 
–
There are some significant changes are coming to the top of the civil service within Agriculture and Agri-Food Canada (AAFC) and the Canadian Food Inspection Agency (CFIA).
Dr. Harpreet Kochhar will become the next president of the Canadian Food Inspection Agency. Kochhar was the CFIA’s chief veterinary officer and replaces Siddika Mithani who retired in late January.
Stefanie Beck has been promoted to the most senior public servant role inside AAFC. 
Chris Forbes, a veteran in federal agriculture policy, will be moving to the deputy minister role at Environment and Climate Change Canada.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/13/thousands-of-pigs-die-in-barn-fire-north-of-yorkton-sask/,https://s3.amazonaws.com/socast-superdesk/media/20230213190216/d3d978ce-3a04-4b99-9d85-d80609321ff5.jpg,"Thousands of pigs die in barn fire north of Yorkton, Sask.","MELFORT, Sask. - A fire at a pig barn owned by Olymel resulted in the loss of roughly 10,000 pigs. The barn located in the Sturgis area was a total loss, according to Olymel's vice-president of production Casey Smit.""A very unfortunate event. Our staff were on site, they spotted a fire, and called it in to 911 imm...",,"Feb 13, 2023","MELFORT, Sask. – A fire at a pig barn owned by Olymel resulted in the loss of roughly 10,000 pigs. 
The barn located in the Sturgis area was a total loss, according to Olymel’s vice-president of production Casey Smit.
“A very unfortunate event. Our staff were on site, they spotted a fire, and called it in to 911 immediately. Obviously, they exited the building and waited for the fire department to come. But, unfortunately, just for the size of facility and how quickly the fire spread, the fire department wasn’t able to do anything more than sort of monitor the situation and unfortunately the barn was completely destroyed,” Smit said.
The pigs in the barn were of various ages. Smit said it was part of a production flow.
“There would have been young pigs and older pigs throughout the barn. There are basically two wings in the barn so it’s a continuous flow of operation,” he said.
There is a second Olymel barn and feed mill about half of a kilometre away. Those facilities were not affected.
Smit said fire officials and insurance inspectors are on site today. He said there will be an assessment of the situation. Once that is complete the company will determine the next steps.
–
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
https://farmnewsnow.com/2023/02/10/applications-are-being-accepted-for-the-advance-payment-program/,https://s3.amazonaws.com/socast-superdesk/media/20230210170228/2536f604-6d39-47ec-aee8-75bad06a3443.jpg,Applications are being accepted for the Advance Payment Program,"MELFORT, Sask. - Farmers in Western Canada can now apply for the 2023 Advance Payments Program (APP) through Canadian Canola Growers Association (CCGA). The program, commonly known as the cash advance, is used by many farmers to cover the working capital requirements of putting in the new crop.CCGA Director of Finance ...",,"Feb 10, 2023","MELFORT, Sask. – Farmers in Western Canada can now apply for the 2023 Advance Payments Program (APP) through Canadian Canola Growers Association (CCGA). 
The program, commonly known as the cash advance, is used by many farmers to cover the working capital requirements of putting in the new crop.
CCGA Director of Finance and Operations Dave Gallant said a $250,000 interest-free limit is in effect for this year.
“With rising interest rates, the savings a farmer can realize from using the advance program are more significant than ever, taking into consideration the interest-free component and the interest-bearing rate,” Gallant said. 
This year’s program will be similar to last year’s in several ways. The increased $250,000 interest-free component continues for 2023, and CCGA’s interest rate will remain at prime less 0.75 per cent on up to an additional $750,000, according to Gallant. 
“Prime is 6.7 per cent right now so that means our rate on the interest bearing is 5.95 per cent,” he said. “Just to give you an example, a farmer who borrows a half a million dollars into the program will save approximately $21,000 if they use the cash advance over borrowing from their local bank or their credit union.” 
There are no limits to how a farmer can put an advance to work on their farm, including financing spring inputs, investing in farm improvements or repairs, or general operating costs. Farmers can apply on over 50 commodities including field crops, large and small livestock, honey, and organic commodities. 
Gallant said rates for many individual commodities are higher than last year.
“For instance, canola is up $34 a tonne, wheat is up $29 a tonne. Some of the smaller products are down a little bit but overall, there’s a slight increase in the rates so farmers can still get more money this year than last year for the same basket of commodities when they apply,” he said. 
Gallant expects another busy year for APP. He said there was a lot of interest in the 2022 program through the CCGA.
“We did over 9,000 advances last year, and we saw a steep increase in the value of advances,” Gallant said. “Farmers took almost 40 per cent more than the prior years and we’ll finish the year issuing almost $2.3 billion to farmers in Western Canada.”
The process for applying has been improved. Gallant said farmers will benefit from several changes that will make the process easier. CCGA’s new online document submission feature simplifies several reporting requirements. 
CCGA has also streamlined the priority agreement process, which should make applying for a cash advance through CCGA faster for many customers.
Gallant said farmers should submit their paperwork early to maximize the benefits from their cash advance 
“We encourage first time applicants to apply through our contact center,” he said. “Our team is specially trained to walk new applicants through every step of the process, and for many applicants, it only takes 15 to 20 minutes.” 
Returning customers can use the self-serve options available from their online account or can also apply through CCGA’s contact centre. 
Farmers wanting to learn more about cash advances offered through CCGA can call 1-866-745-2256 or visit CCGA’s website.
Gallant said this is the last year for the $250,000 interest-free. That amount will go back to $100,000 for the 2024 program. 
– 
alice.mcfarlane@pattisonmedia.com
On Twitter: @farmnewsNOW

PO Box 750611 Main StreetMelfort, SKS0E 1A0
Phone: 306-752-8263Newsroom: 306-752-6397
We strive to achieve the highest ethical standards in all that we do. Our newsroom abides by the RTNDA Code of Ethics and Professional Conduct and follows the Canadian Press Stylebook.
farmnewsNOW IS A DIVISION OF
This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply.
"
